字詞號,字詞名,部首字,部首外筆劃數,總筆劃數,注音一式
10229,呵,口,5,8,(二)ㄛ
10230,啊,口,8,11,(二)（又音）ㄛ
10231,喔,口,9,12,(三)ㄛ
10232,哦,口,7,10,(二)ㄛˊ
10233,嚄,口,14,17,(二)ㄛˇ
10234,妸,女,5,8,(一)ㄜ
10235,阿,阜,5,8,(一)ㄜ
10236,屙,尸,8,11,ㄜ
10237,婀,女,8,11,(一)ㄜ
10238,痾,疒,8,13,(一)ㄜ
10239,峉,山,6,9,ㄜ
10240,吪,口,4,7,ㄜˊ
10241,囮,囗,4,7,(一)ㄜˊ
10242,訛,言,4,11,ㄜˊ
10243,俄,人,7,9,ㄜˊ
10244,哦,口,7,10,(一)ㄜˊ
10245,峨,山,7,10,ㄜˊ
10246,娥,女,7,10,ㄜˊ
10247,莪,艸,7,11,ㄜˊ
10248,硪,石,7,12,(一)ㄜˊ
10249,睋,目,7,12,ㄜˊ
10250,蛾,虫,7,13,(一)ㄜˊ
10251,鋨,金,7,15,ㄜˊ
10252,鵝,鳥,7,18,ㄜˊ
10252A,蚵,虫,5,11,(二)ㄜˊ
10253,&965c._104_0.gif;,木,11,15,(二)（又音）ㄜˊ
10254,頟,頁,6,15,ㄜˊ
10255,額,頁,9,18,(一)ㄜˊ
10256,我,戈,3,7,(二)（讀音）ㄜˇ
10257,硪,石,7,12,(二)ㄜˇ
10258,騀,馬,7,17,ㄜˇ
10259,妸,女,5,8,(二)（又音）ㄜˇ
10260,婀,女,8,11,(二)（又音）ㄜˇ
10261,猗,犬,8,11,(三)ㄜˇ
10262,&965c._104_0.gif;,木,11,15,(一)ㄜˇ
10263,婐,女,8,11,ㄜˇ
10264,惡,心,8,12,(二)ㄜˇ
10265,噁,口,12,15,ㄜˇ
10266,歹,歹,0,4,(二)ㄜˋ
10267,厄,厂,2,4,ㄜˋ
10268,扼,手,4,7,ㄜˋ
10269,呃,口,4,7,ㄜˋ
10270,阨,阜,4,7,(一)ㄜˋ
10271,砈,石,4,9,ㄜˋ
10272,軛,車,4,11,ㄜˋ
10273,屵,山,2,5,ㄜˋ
10274,戹,戶,1,5,ㄜˋ
10275,呝,口,5,8,ㄜˋ
10276,岋,山,4,7,ㄜˋ
10277,砐,石,4,9,ㄜˋ
10278,咢,口,6,9,ㄜˋ
10279,愕,心,9,12,ㄜˋ
10280,堮,土,9,12,ㄜˋ
10281,鄂,邑,9,12,ㄜˋ
10282,崿,山,9,12,ㄜˋ
10283,萼,艸,9,13,ㄜˋ
10284,諤,言,9,16,ㄜˋ
10285,鍔,金,9,17,ㄜˋ
10286,顎,頁,9,18,ㄜˋ
10287,鶚,鳥,9,20,ㄜˋ
10288,齶,齒,9,24,ㄜˋ
10290,餓,食,7,15,ㄜˋ
10291,唈,口,7,10,(二)（又音）ㄜˋ
10292,堊,土,8,11,ㄜˋ
10293,啞,口,8,11,(三)ㄜˋ
10294,惡,心,8,12,(一)ㄜˋ
10295,㔩,勹,10,12,ㄜˋ
10296,詻,言,6,13,ㄜˋ
10297,額,頁,9,18,(二)ㄜˋ
10298,搤,手,10,13,ㄜˋ
10299,隘,阜,10,13,(二)ㄜˋ
10300,遏,辵,9,13,ㄜˋ
10301,頞,頁,6,15,ㄜˋ
10302,噩,口,13,16,ㄜˋ
10303,蘁,艸,16,20,(一)ㄜˋ
10304,鱷,魚,16,27,ㄜˋ
10305,閼,門,8,16,(一)ㄜˋ
10306,遻,辵,12,16,(一)ㄜˋ
10307,餩,食,8,16,ㄜˋ
10308,誒,言,7,14,(二)ㄝˋ
10309,哀,口,6,9,ㄞ
10310,哎,口,6,9,ㄞ
10311,埃,土,7,10,ㄞ
10312,挨,手,7,10,(一)ㄞ
10313,唉,口,7,10,ㄞ
10314,欸,欠,7,11,(二)（又音）ㄞ
10315,呆,口,4,7,(二)（又音）ㄞˊ
10316,挨,手,7,10,(二)ㄞˊ
10317,騃,馬,7,17,ㄞˊ
10318,堐,土,8,11,ㄞˊ
10319,捱,手,8,11,ㄞˊ
10320,獃,犬,10,14,(二)（又音）ㄞˊ
10321,敳,攴,10,14,ㄞˊ
10322,磑,石,10,15,(二)ㄞˊ
10323,皚,白,10,15,ㄞˊ
10324,癌,疒,12,17,(二)（又音）ㄞˊ
10325,毐,毋,3,7,ㄞˇ
10326,佁,人,5,7,ㄞˇ
10327,欸,欠,7,11,(一)ㄞˇ
10328,矮,矢,8,13,ㄞˇ
10329,噯,口,13,16,(一)ㄞˇ
10330,藹,艸,16,20,ㄞˇ
10331,靄,雨,16,24,ㄞˇ
10332,乂,丿,1,2,(二)ㄞˋ
10333,艾,艸,2,6,(一)ㄞˋ
10334,阨,阜,4,7,(二)ㄞˋ
10335,嗌,口,10,13,(二)ㄞˋ
10336,隘,阜,10,13,(一)ㄞˋ
10337,愛,心,9,13,ㄞˋ
10338,僾,人,13,15,ㄞˋ
10339,噯,口,13,16,(二)ㄞˋ
10340,嬡,女,13,16,ㄞˋ
10341,璦,玉,13,17,ㄞˋ
10342,薆,艸,13,17,ㄞˋ
10343,曖,日,13,17,ㄞˋ
10344,鑀,金,13,21,ㄞˋ
10345,靉,雨,17,25,ㄞˋ
10346,餲,食,9,17,ㄞˋ
10347,礙,石,14,19,ㄞˋ
10348,欸,欠,7,11,(三)ㄟˋ
10349,幺,幺,0,3,(一)ㄠ
10350,凹,凵,3,5,(一)ㄠ
10351,坳,土,5,8,(一)ㄠ
10352,熬,火,11,15,(二)ㄠ
10353,敖,攴,7,11,(一)ㄠˊ
10354,廒,广,11,14,ㄠˊ
10355,嗷,口,11,14,ㄠˊ
10356,璈,玉,11,15,ㄠˊ
10357,熬,火,11,15,(一)ㄠˊ
10358,遨,辵,11,15,ㄠˊ
10359,獒,犬,11,15,ㄠˊ
10360,聱,耳,11,17,ㄠˊ
10361,螯,虫,11,17,ㄠˊ
10362,謷,言,11,18,(一)ㄠˊ
10363,鏊,金,11,19,(一)ㄠˊ
10364,驁,馬,11,21,(一)ㄠˊ
10365,鰲,魚,11,22,ㄠˊ
10366,鼇,黽,11,24,ㄠˊ
10367,翱,羽,10,16,ㄠˊ
10368,爊,火,15,19,ㄠˊ
10369,鏖,金,11,19,ㄠˊ
10370,夭,大,1,4,(三)ㄠˇ
10371,拗,手,5,8,(二)ㄠˇ
10372,媼,女,10,13,ㄠˇ
10373,蝹,虫,10,16,(二)ㄠˇ
10374,襖,衣,13,19,ㄠˇ
10375,坳,土,5,8,(二)（又音）ㄠˋ
10376,拗,手,5,8,(一)ㄠˋ
10377,敖,攴,7,11,(二)ㄠˋ
10378,傲,人,11,13,ㄠˋ
10379,謷,言,11,18,(二)ㄠˋ
10380,鏊,金,11,19,(二)（又音）ㄠˋ
10381,驁,馬,11,21,(二)（又音）ㄠˋ
10382,奡,大,9,12,ㄠˋ
10383,奧,大,10,13,(一)ㄠˋ
10384,澳,水,13,16,(一)ㄠˋ
10385,懊,心,13,16,ㄠˋ
10386,嶴,山,13,16,ㄠˋ
10387,隩,阜,13,16,(二)ㄠˋ
10388,燠,火,13,17,(二)ㄠˋ
10389,鐭,金,13,21,ㄠˋ
10390,區,匸,9,11,(二)ㄡ
10391,漚,水,11,14,(二)ㄡ
10392,嘔,口,11,14,(二)ㄡ
10393,熰,火,11,15,ㄡ
10394,敺,攴,11,15,(二)ㄡ
10395,歐,欠,11,15,(一)ㄡ
10396,毆,殳,11,15,ㄡ
10397,蓲,艸,11,15,ㄡ
10398,甌,瓦,11,16,ㄡ
10399,謳,言,11,18,ㄡ
10400,鷗,鳥,11,22,ㄡ
10401,吽,口,4,7,(一)ㄡˊ
10402,齵,齒,9,24,(二)（又音）ㄡˊ
10403,偶,人,9,11,ㄡˇ
10404,耦,耒,9,15,ㄡˇ
10405,蕅,艸,12,16,ㄡˇ
10406,藕,艸,15,19,ㄡˇ
10407,嘔,口,11,14,(一)ㄡˇ
10408,歐,欠,11,15,(二)ㄡˇ
10409,漚,水,11,14,(一)ㄡˋ
10410,嘔,口,11,14,(三)ㄡˋ
10411,安,宀,3,6,ㄢ
10412,氨,气,6,10,ㄢ
10413,胺,肉,6,10,ㄢ
10414,銨,金,6,14,ㄢ
10415,鞍,革,6,15,ㄢ
10416,庵,广,8,11,ㄢ
10417,菴,艸,8,12,(一)ㄢ
10418,鵪,鳥,8,19,ㄢ
10419,陰,阜,8,11,(三)ㄢ
10420,媕,女,9,12,(一)ㄢ
10421,腤,肉,9,13,ㄢ
10422,諳,言,9,16,ㄢ
10423,闇,門,9,17,(二)ㄢ
10424,盦,皿,11,16,ㄢ
10425,啽,口,9,12,ㄢˊ
10426,匼,匸,6,8,ㄢˇ
10427,俺,人,8,10,(一)ㄢˇ
10428,唵,口,8,11,ㄢˇ
10429,晻,日,8,12,(一)ㄢˇ
10430,揞,手,9,12,ㄢˇ
10431,黭,黑,9,21,ㄢˇ
10432,犴,犬,3,6,(一)ㄢˋ
10433,岸,山,5,8,ㄢˋ
10434,豻,豸,3,10,(一)ㄢˋ
10435,按,手,6,9,ㄢˋ
10436,案,木,6,10,ㄢˋ
10437,桉,木,6,10,ㄢˋ
10438,鮟,魚,6,17,ㄢˋ
10439,菴,艸,8,12,(二)ㄢˋ
10440,晻,日,8,12,(二)（又音）ㄢˋ
10441,暗,日,9,13,ㄢˋ
10442,闇,門,9,17,(一)ㄢˋ
10443,韽,音,11,20,ㄢˋ
10444,黯,黑,9,21,ㄢˋ
10445,恩,心,6,10,ㄣ
10446,摁,手,10,13,ㄣˋ
10447,嗯,口,10,13,˙ㄣ
10448,腌,肉,8,12,(一)ㄤ
10449,骯,骨,4,14,(二)ㄤ
10450,卬,卩,2,4,(一)ㄤˊ
10451,昂,日,4,8,ㄤˊ
10452,枊,木,4,8,ㄤˋ
10453,盎,皿,5,10,ㄤˋ
10454,鞥,革,9,18,ㄥ
10455,而,而,0,6,ㄦˊ
10456,洏,水,6,9,ㄦˊ
10457,耏,而,3,9,ㄦˊ
10458,栭,木,6,10,ㄦˊ
10459,胹,肉,6,10,ㄦˊ
10460,輀,車,6,13,ㄦˊ
10461,鮞,魚,6,17,ㄦˊ
10462,臑,肉,14,18,(三)ㄦˊ
10463,兒,儿,6,8,(一)ㄦˊ
10464,唲,口,8,11,ㄦˊ
10466,耳,耳,0,6,ㄦˇ
10467,洱,水,6,9,ㄦˇ
10468,珥,玉,6,10,ㄦˇ
10469,鉺,金,6,14,(一)ㄦˇ
10470,餌,食,6,14,ㄦˇ
10471,駬,馬,6,16,ㄦˇ
10472,爾,爻,10,14,ㄦˇ
10473,邇,辵,14,18,ㄦˇ
10474,二,二,0,2,ㄦˋ
10475,貳,貝,5,12,ㄦˋ
10476,樲,木,12,16,ㄦˋ
10477,刵,刀,6,8,ㄦˋ
10478,佴,人,6,8,ㄦˋ
10479,咡,口,6,9,ㄦˋ
10480,衈,血,6,12,ㄦˋ
10481,鉺,金,6,14,(二)ㄦˋ
10482,一,一,0,1,ㄧ
10483,衣,衣,0,6,(一)ㄧ
10484,依,人,6,8,ㄧ
10485,銥,金,6,14,ㄧ
10486,伊,人,4,6,ㄧ
10487,咿,口,6,9,ㄧ
10488,蛜,虫,6,12,ㄧ
10489,殹,殳,7,11,ㄧ
10490,嫛,女,11,14,ㄧ
10491,瑿,玉,11,16,ㄧ
10492,翳,羽,11,17,(二)（又音）ㄧ
10493,繄,糸,11,17,ㄧ
10494,醫,酉,11,18,ㄧ
10495,毉,殳,14,18,ㄧ
10496,鷖,鳥,11,22,ㄧ
10497,黳,黑,11,23,ㄧ
10498,猗,犬,8,11,(一)ㄧ
10499,椅,木,8,12,(二)ㄧ
10500,欹,欠,8,12,ㄧ
10501,漪,水,11,14,ㄧ
10502,壹,士,9,12,ㄧ
10503,揖,手,9,12,(一)ㄧ
10504,郼,邑,9,12,ㄧ
10505,禕,示,9,14,ㄧ
10506,溰,水,10,13,ㄧ
10507,噫,口,13,16,(二)（又音）ㄧ
10508,黟,黑,6,18,ㄧ
10509,匜,匚,3,5,ㄧˊ
10510,施,方,5,9,(三)ㄧˊ
10511,迆,辵,3,7,(二)ㄧˊ
10511A,迤,辵,5,9,(一)ㄧˊ
10512,衪,衣,3,9,ㄧˊ
10513,訑,言,3,10,ㄧˊ
10514,酏,酉,3,10,ㄧˊ
10515,貤,貝,3,10,ㄧˊ
10516,椸,木,9,13,ㄧˊ
10517,台,口,2,5,(二)ㄧˊ
10518,怡,心,5,8,ㄧˊ
10519,眙,目,5,10,(二)ㄧˊ
10520,詒,言,5,12,ㄧˊ
10521,貽,貝,5,12,ㄧˊ
10522,飴,食,5,13,ㄧˊ
10523,圯,土,3,6,ㄧˊ
10524,熙,火,10,14,(二)ㄧˊ
10525,夷,大,3,6,ㄧˊ
10526,侇,人,6,8,ㄧˊ
10527,洟,水,6,9,ㄧˊ
10528,咦,口,6,9,ㄧˊ
10529,姨,女,6,9,ㄧˊ
10530,桋,木,6,10,ㄧˊ
10531,荑,艸,6,10,(二)ㄧˊ
10532,胰,肉,6,10,ㄧˊ
10533,痍,疒,6,11,ㄧˊ
10534,沂,水,4,7,ㄧˊ
10535,宜,宀,5,8,ㄧˊ
10536,誼,言,8,15,(二)（又音）ㄧˊ
10537,狋,犬,5,8,ㄧˊ
10538,益,皿,5,10,(二)（又音）ㄧˊ
10539,宧,宀,7,10,ㄧˊ
10540,頤,頁,7,16,ㄧˊ
10541,栘,木,6,10,ㄧˊ
10542,迻,辵,6,10,ㄧˊ
10543,扅,戶,6,10,ㄧˊ
10544,移,禾,6,11,ㄧˊ
10545,簃,竹,11,17,ㄧˊ
10546,謻,言,11,18,ㄧˊ
10547,蛇,虫,5,11,(二)ㄧˊ
10548,疑,疋,9,14,ㄧˊ
10549,嶷,山,14,17,(一)ㄧˊ
10550,儀,人,13,15,ㄧˊ
10551,鸃,鳥,13,24,ㄧˊ
10552,遺,辵,12,16,(一)ㄧˊ
10553,彝,彐,15,18,ㄧˊ
10554,乙,乙,0,1,ㄧˇ
10555,釔,金,1,9,ㄧˇ
10556,已,己,0,3,ㄧˇ
10557,以,人,3,5,ㄧˇ
10558,苡,艸,5,9,ㄧˇ
10559,阤,阜,3,6,(三)ㄧˇ
10560,迆,辵,3,7,(一)ㄧˇ
10560A,迤,辵,5,9,(二)ㄧˇ
10561,胣,肉,5,9,ㄧˇ
10562,矣,矢,2,7,ㄧˇ
10563,尾,尸,4,7,(二)（又音）ㄧˇ
10564,倚,人,8,10,ㄧˇ
10565,猗,犬,8,11,(二)ㄧˇ
10566,椅,木,8,12,(一)ㄧˇ
10567,旖,方,10,14,ㄧˇ
10568,踦,足,8,15,(二)ㄧˇ
10569,齮,齒,8,23,ㄧˇ
10570,扆,戶,6,10,ㄧˇ
10571,偯,人,9,11,ㄧˇ
10572,蛾,虫,7,13,(二)ㄧˇ
10573,螘,虫,10,16,ㄧˇ
10574,顗,頁,10,19,ㄧˇ
10575,檥,木,13,17,ㄧˇ
10576,蟻,虫,13,19,ㄧˇ
10577,艤,舟,13,19,ㄧˇ
10578,轙,車,13,20,ㄧˇ
10579,乂,丿,1,2,(一)ㄧˋ
10580,刈,刀,2,4,ㄧˋ
10581,艾,艸,2,6,(二)ㄧˋ
10582,弋,弋,0,3,ㄧˋ
10583,杙,木,3,7,ㄧˋ
10584,芅,艸,3,7,ㄧˋ
10585,黓,黑,3,15,ㄧˋ
10586,仡,人,3,5,(一)ㄧˋ
10587,肊,肉,1,5,ㄧˋ
10588,屹,山,3,6,ㄧˋ
10589,鳦,鳥,1,12,ㄧˋ
10590,亦,亠,4,6,ㄧˋ
10591,弈,廾,6,9,ㄧˋ
10592,奕,大,6,9,ㄧˋ
10593,帟,巾,6,9,ㄧˋ
10594,衣,衣,0,6,(二)ㄧˋ
10595,裔,衣,7,13,ㄧˋ
10596,㵝,水,13,16,ㄧˋ
10597,曳,曰,2,6,(一)（語音）ㄧˋ
10598,洩,水,6,9,(二)ㄧˋ
10599,坄,土,4,7,ㄧˋ
10600,役,彳,4,7,ㄧˋ
10601,疫,疒,4,9,ㄧˋ
10602,抑,手,4,7,ㄧˋ
10603,邑,邑,0,7,ㄧˋ
10604,浥,水,7,10,ㄧˋ
10605,悒,心,7,10,ㄧˋ
10606,挹,手,7,10,ㄧˋ
10607,唈,口,7,10,(一)ㄧˋ
10608,裛,衣,7,13,ㄧˋ
10609,佚,人,5,7,(一)ㄧˋ
10610,泆,水,5,8,ㄧˋ
10611,昳,日,5,9,(二)ㄧˋ
10612,詄,言,5,12,ㄧˋ
10613,軼,車,5,12,ㄧˋ
10614,泄,水,5,8,(二)ㄧˋ
10615,枻,木,5,9,ㄧˋ
10616,跇,足,5,12,(二)（又音）ㄧˋ
10617,靾,革,5,14,ㄧˋ
10618,勩,力,12,14,ㄧˋ
10619,易,日,4,8,ㄧˋ
10620,埸,土,8,11,ㄧˋ
10621,蜴,虫,8,14,ㄧˋ
10622,佾,人,6,8,ㄧˋ
10623,施,方,5,9,(二)ㄧˋ
10624,食,食,0,9,(三)ㄧˋ
10625,羿,羽,3,9,ㄧˋ
10626,翊,羽,5,11,ㄧˋ
10627,翌,羽,5,11,ㄧˋ
10628,益,皿,5,10,(一)ㄧˋ
10629,溢,水,10,13,ㄧˋ
10630,嗌,口,10,13,(一)ㄧˋ
10631,螠,虫,10,16,ㄧˋ
10632,縊,糸,10,16,ㄧˋ
10633,謚,言,10,17,(一)ㄧˋ
10634,鎰,金,10,18,ㄧˋ
10635,鷁,鳥,10,21,ㄧˋ
10636,射,寸,7,10,(三)ㄧˋ
10637,液,水,8,11,(二)（讀音）ㄧˋ
10638,掖,手,8,11,(二)（讀音）ㄧˋ
10639,腋,肉,8,12,(二)（讀音）ㄧˋ
10640,埶,土,8,11,(一)ㄧˋ
10641,蓺,艸,11,15,ㄧˋ
10642,藝,艸,15,19,ㄧˋ
10643,囈,口,19,22,ㄧˋ
10644,襼,衣,19,25,ㄧˋ
10645,異,田,6,11,ㄧˋ
10646,廙,广,11,14,ㄧˋ
10647,翼,羽,11,17,ㄧˋ
10648,逸,辵,8,12,ㄧˋ
10649,義,羊,7,13,ㄧˋ
10650,議,言,13,20,ㄧˋ
10651,意,心,9,13,ㄧˋ
10652,億,人,13,15,ㄧˋ
10653,憶,心,13,16,ㄧˋ
10654,噫,口,13,16,(一)ㄧˋ
10655,檍,木,13,17,ㄧˋ
10656,薏,艸,13,17,ㄧˋ
10657,臆,肉,13,17,ㄧˋ
10658,癔,疒,13,18,ㄧˋ
10659,繶,糸,13,19,ㄧˋ
10660,鐿,金,13,21,ㄧˋ
10661,鷾,鳥,13,24,ㄧˋ
10662,詣,言,6,13,ㄧˋ
10663,肄,聿,7,13,ㄧˋ
10664,睪,目,8,13,(一)ㄧˋ
10665,懌,心,13,16,ㄧˋ
10666,嶧,山,13,16,ㄧˋ
10667,圛,囗,13,16,ㄧˋ
10668,燡,火,13,17,ㄧˋ
10669,斁,攴,13,17,(一)ㄧˋ
10670,繹,糸,13,19,ㄧˋ
10671,譯,言,13,20,ㄧˋ
10672,醳,酉,13,20,ㄧˋ
10673,驛,馬,13,23,ㄧˋ
10674,嫕,女,11,14,ㄧˋ
10675,瞖,目,11,16,ㄧˋ
10676,翳,羽,11,17,(一)ㄧˋ
10677,蘙,艸,17,21,ㄧˋ
10678,熠,火,11,15,ㄧˋ
10679,毅,殳,11,15,ㄧˋ
10680,藙,艸,15,19,ㄧˋ
10681,誼,言,8,15,(一)ㄧˋ
10682,瘞,疒,10,15,ㄧˋ
10683,瘱,疒,11,16,ㄧˋ
10684,殪,歹,12,16,ㄧˋ
10685,曀,日,12,16,ㄧˋ
10686,豷,豕,12,19,ㄧˋ
10687,饐,食,12,20,ㄧˋ
10688,懿,心,18,22,ㄧˋ
10689,鷧,鳥,12,23,ㄧˋ
10690,劓,刀,14,16,ㄧˋ
10691,寱,宀,14,17,ㄧˋ
10692,䆿,穴,14,19,ㄧˋ
10693,鶂,鳥,8,19,ㄧˋ
10694,鷊,鳥,10,21,ㄧˋ
10695,丫,丨,2,3,ㄧㄚ
10696,呀,口,4,7,(一)ㄧㄚ
10697,雅,隹,4,12,(二)ㄧㄚ
10698,鴉,鳥,4,15,ㄧㄚ
10699,押,手,5,8,(一)ㄧㄚ
10700,鴨,鳥,5,16,ㄧㄚ
10701,亞,二,6,8,(三)ㄧㄚ
10702,啞,口,8,11,(二)ㄧㄚ
10703,椏,木,8,12,ㄧㄚ
10704,壓,土,14,17,ㄧㄚ
10705,牙,牙,0,4,ㄧㄚˊ
10706,犽,犬,4,7,ㄧㄚˊ
10707,枒,木,4,8,ㄧㄚˊ
10708,芽,艸,4,8,ㄧㄚˊ
10709,蚜,虫,4,10,ㄧㄚˊ
10710,齖,齒,4,19,ㄧㄚˊ
10711,押,手,5,8,(二)ㄧㄚˊ
10712,涯,水,8,11,ㄧㄚˊ
10713,睚,目,8,13,(一)ㄧㄚˊ
10714,衙,行,7,13,(一)ㄧㄚˊ
10715,疋,疋,0,5,(二)ㄧㄚˇ
10716,厊,厂,4,6,ㄧㄚˇ
10717,庌,广,4,7,ㄧㄚˇ
10718,雅,隹,4,12,(一)ㄧㄚˇ
10719,亞,二,6,8,(二)（又音）ㄧㄚˇ
10720,掗,手,8,11,(二)ㄧㄚˇ
10721,啞,口,8,11,(一)ㄧㄚˇ
10722,氬,气,8,12,ㄧㄚˋ
10723,圠,土,1,4,ㄧㄚˋ
10724,襾,襾,0,6,(一)ㄧㄚˋ
10725,亞,二,6,8,(一)ㄧㄚˋ
10726,掗,手,8,11,(一)ㄧㄚˋ
10727,婭,女,8,11,ㄧㄚˋ
10728,錏,金,8,16,ㄧㄚˋ
10729,軋,車,1,8,(一)ㄧㄚˋ
10730,迓,辵,4,8,ㄧㄚˋ
10731,砑,石,4,9,ㄧㄚˋ
10732,訝,言,4,11,ㄧㄚˋ
10733,御,彳,8,11,(二)ㄧㄚˋ
10734,聐,耳,6,12,ㄧㄚˋ
10735,揠,手,9,12,ㄧㄚˋ
10736,猰,犬,9,12,ㄧㄚˋ
10737,齾,齒,20,35,ㄧㄚˋ
10738,唷,口,7,10,ㄧㄛ
10739,耶,耳,3,9,(二)ㄧㄝ
10740,掖,手,8,11,(三)ㄧㄝ
10741,噎,口,12,15,ㄧㄝ
10742,邪,邑,4,7,(三)ㄧㄝˊ
10743,琊,玉,7,11,ㄧㄝˊ
10744,釾,金,4,12,ㄧㄝˊ
10745,耶,耳,3,9,(一)ㄧㄝˊ
10746,揶,手,9,12,ㄧㄝˊ
10747,椰,木,9,13,ㄧㄝˊ
10748,爺,父,9,13,ㄧㄝˊ
10749,斜,斗,7,11,(三)ㄧㄝˊ
10750,歋,欠,10,14,ㄧㄝˊ
10751,擨,手,14,17,ㄧㄝˊ
10752,也,乙,2,3,ㄧㄝˇ
10753,冶,冫,5,7,ㄧㄝˇ
10754,埜,土,8,11,ㄧㄝˇ
10755,野,里,4,11,ㄧㄝˇ
10756,曳,曰,2,6,(二)（讀音）ㄧㄝˋ
10757,拽,手,6,9,(二)（讀音）ㄧㄝˋ
10758,夜,夕,5,8,ㄧㄝˋ
10759,液,水,8,11,(一)（語音）ㄧㄝˋ
10760,掖,手,8,11,(一)（語音）ㄧㄝˋ
10761,㖡,口,8,11,ㄧㄝˋ
10762,腋,肉,8,12,(一)（語音）ㄧㄝˋ
10763,抴,手,5,8,ㄧㄝˋ
10764,頁,頁,0,9,(二)ㄧㄝˋ
10765,咽,口,6,9,(三)ㄧㄝˋ
10766,射,寸,7,10,(四)ㄧㄝˋ
10767,殗,歹,8,12,ㄧㄝˋ
10768,喝,口,9,12,(三)ㄧㄝˋ
10769,暍,日,9,13,(二)（又音）ㄧㄝˋ
10770,謁,言,9,16,ㄧㄝˋ
10771,煠,火,9,13,(一)ㄧㄝˋ
10772,殜,歹,9,13,ㄧㄝˋ
10773,葉,艸,9,13,(一)ㄧㄝˋ
10774,業,木,9,13,(一)ㄧㄝˋ
10775,鄴,邑,13,16,ㄧㄝˋ
10776,嶪,山,13,16,ㄧㄝˋ
10777,燁,火,12,16,ㄧㄝˋ
10778,曄,日,12,16,ㄧㄝˋ
10779,擫,手,14,17,ㄧㄝˋ
10780,靨,面,14,23,ㄧㄝˋ
10781,饁,食,10,18,ㄧㄝˋ
10782,黦,黑,8,20,(二)ㄧㄝˋ
10783,吔,口,3,6,˙ㄧㄝ
10784,厓,厂,6,8,ㄧㄞˊ
10785,啀,口,8,11,ㄧㄞˊ
10786,崖,山,8,11,ㄧㄞˊ
10787,睚,目,8,13,(二)（又音）ㄧㄞˊ
10788,么,丿,2,3,ㄧㄠ
10789,吆,口,3,6,ㄧㄠ
10790,夭,大,1,4,(一)ㄧㄠ
10791,妖,女,4,7,ㄧㄠ
10792,芺,艸,4,8,ㄧㄠ
10793,祅,示,4,9,ㄧㄠ
10794,訞,言,4,11,ㄧㄠ
10795,凹,凵,3,5,(二)（又音）ㄧㄠ
10796,要,襾,3,9,(二)ㄧㄠ
10797,喓,口,9,12,ㄧㄠ
10798,葽,艸,9,13,ㄧㄠ
10799,腰,肉,9,13,ㄧㄠ
10800,喲,口,9,12,ㄧㄠ
10801,徼,彳,13,16,(四)ㄧㄠ
10802,邀,辵,13,17,ㄧㄠ
10803,爻,爻,0,4,(一)（語音）ㄧㄠˊ
10804,肴,肉,4,8,(一)ㄧㄠˊ
10805,淆,水,8,11,ㄧㄠˊ
10806,崤,山,8,11,ㄧㄠˊ
10807,殽,殳,8,12,ㄧㄠˊ
10808,餚,食,8,16,(一)ㄧㄠˊ
10809,洮,水,6,9,(二)ㄧㄠˊ
10810,姚,女,6,9,ㄧㄠˊ
10811,珧,玉,6,10,ㄧㄠˊ
10812,銚,金,6,14,(一)ㄧㄠˊ
10813,垚,土,6,9,ㄧㄠˊ
10814,堯,土,9,12,ㄧㄠˊ
10815,僥,人,12,14,(二)ㄧㄠˊ
10816,嶢,山,12,15,ㄧㄠˊ
10817,陶,阜,8,11,(二)ㄧㄠˊ
10818,揄,手,9,12,(二)ㄧㄠˊ
10819,隃,阜,9,12,(二)ㄧㄠˊ
10820,軺,車,5,12,ㄧㄠˊ
10821,傜,人,10,12,ㄧㄠˊ
10822,愮,心,10,13,ㄧㄠˊ
10823,搖,手,10,13,ㄧㄠˊ
10824,徭,彳,10,13,ㄧㄠˊ
10825,猺,犬,10,13,ㄧㄠˊ
10826,媱,女,10,13,ㄧㄠˊ
10827,瑤,玉,10,14,ㄧㄠˊ
10828,榣,木,10,14,ㄧㄠˊ
10829,遙,辵,10,14,ㄧㄠˊ
10830,謠,言,10,17,ㄧㄠˊ
10831,繇,糸,11,17,(二)ㄧㄠˊ
10832,颻,風,10,19,ㄧㄠˊ
10833,鰩,魚,10,21,ㄧㄠˊ
10834,窯,穴,10,15,ㄧㄠˊ
10835,夭,大,1,4,(二)ㄧㄠˇ
10836,宎,宀,4,7,ㄧㄠˇ
10837,殀,歹,4,8,ㄧㄠˇ
10838,穾,穴,4,9,ㄧㄠˇ
10839,杳,木,4,8,ㄧㄠˇ
10840,咬,口,6,9,(一)ㄧㄠˇ
10841,窔,穴,6,11,ㄧㄠˇ
10842,窅,穴,5,10,ㄧㄠˇ
10843,窈,穴,5,10,ㄧㄠˇ
10844,舀,臼,4,10,ㄧㄠˇ
10845,偠,人,9,11,ㄧㄠˇ
10846,騕,馬,9,19,ㄧㄠˇ
10847,溔,水,10,13,ㄧㄠˇ
10848,嬈,女,12,15,(三)ㄧㄠˇ
10849,鷕,鳥,11,22,ㄧㄠˇ
10850,要,襾,3,9,(一)ㄧㄠˋ
10851,袎,衣,5,11,ㄧㄠˋ
10852,靿,革,5,14,ㄧㄠˋ
10853,葯,艸,9,13,ㄧㄠˋ
10854,樂,木,11,15,(四)ㄧㄠˋ
